epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,35526.2,1.14622,0.79596,1.03729,0.7381,0.7202,0.73739,0.48845,1.15225,0.80293,1.08323,0.000792701,0.000792701,0.000792701
19,37456.2,1.14844,0.79073,1.03318,0.7342,0.70881,0.76425,0.50039,1.18343,0.81606,1.09498,0.000770312,0.000770312,0.000770312
20,39353.3,1.12669,0.77609,1.02412,0.73218,0.74898,0.76164,0.51475,1.1403,0.71777,1.07136,0.00074725,0.00074725,0.00074725
21,41251.1,1.14016,0.76182,1.02648,0.69742,0.78489,0.77496,0.52329,1.16039,0.8066,1.08566,0.000723607,0.000723607,0.000723607
22,43330.1,1.12372,0.74758,1.02569,0.71345,0.77678,0.7715,0.51419,1.15263,0.76189,1.07872,0.000699476,0.000699476,0.000699476
23,45445.4,1.11152,0.73217,1.02096,0.74612,0.72979,0.78102,0.53364,1.12935,0.68922,1.06838,0.000674953,0.000674953,0.000674953
24,47560.5,1.1094,0.73428,1.01636,0.75022,0.78018,0.7972,0.52705,1.13968,0.67874,1.08083,0.000650133,0.000650133,0.000650133
25,49679.8,1.10593,0.7146,1.01077,0.68252,0.79683,0.75478,0.52241,1.13896,0.71755,1.07702,0.000625116,0.000625116,0.000625116
26,51795.8,1.09337,0.70119,1.01283,0.69993,0.77038,0.77547,0.51678,1.1497,0.76247,1.07912,0.0006,0.0006,0.0006
27,53906.1,1.08474,0.70284,1.01275,0.70177,0.79619,0.76005,0.51729,1.14579,0.72283,1.07938,0.000574884,0.000574884,0.000574884
28,56018.9,1.07962,0.69044,1.01423,0.70247,0.78026,0.76638,0.52787,1.12732,0.71468,1.07405,0.000549867,0.000549867,0.000549867
29,58130.9,1.07782,0.69618,1.0078,0.75712,0.76731,0.78526,0.52613,1.13889,0.70489,1.07135,0.000525047,0.000525047,0.000525047
30,60166.7,1.07462,0.68937,1.00564,0.78319,0.7872,0.81854,0.5603,1.11557,0.69716,1.0696,0.000500524,0.000500524,0.000500524
31,62284.7,1.06353,0.67919,1.00225,0.74366,0.77951,0.79177,0.54414,1.12224,0.6768,1.06751,0.000476393,0.000476393,0.000476393
32,64550.3,1.05518,0.66295,0.9955,0.73872,0.75912,0.78346,0.54226,1.11959,0.72078,1.06339,0.00045275,0.00045275,0.00045275
33,66883.6,1.05684,0.66186,0.99796,0.72908,0.76855,0.78299,0.55428,1.12086,0.6753,1.06417,0.000429688,0.000429688,0.000429688
34,69101,1.06194,0.66288,1.00347,0.79455,0.74446,0.79998,0.5586,1.12099,0.69691,1.06781,0.000407299,0.000407299,0.000407299
35,71207.4,1.0411,0.65076,0.99157,0.75359,0.76397,0.78531,0.54881,1.11502,0.70246,1.06125,0.000385669,0.000385669,0.000385669
36,73312.6,1.03123,0.64527,0.99263,0.74825,0.78482,0.80264,0.55016,1.12141,0.66256,1.0718,0.000364886,0.000364886,0.000364886
37,75426.7,1.01579,0.62662,0.98086,0.73292,0.79222,0.79979,0.55335,1.12815,0.67228,1.06793,0.00034503,0.00034503,0.00034503
38,77536.2,1.02026,0.61924,0.98514,0.76834,0.74682,0.78998,0.54874,1.14564,0.65517,1.0845,0.000326181,0.000326181,0.000326181
39,79647.7,1.0082,0.61457,0.97969,0.76285,0.75807,0.80262,0.55114,1.13972,0.67476,1.0744,0.000308413,0.000308413,0.000308413
40,81753.4,1.00589,0.60437,0.98588,0.76888,0.76736,0.7993,0.55968,1.12823,0.66949,1.07258,0.000291795,0.000291795,0.000291795
41,84444.4,0.92244,0.51274,0.97668,0.85214,0.71631,0.80758,0.55936,1.14118,0.68705,1.08325,0.000276393,0.000276393,0.000276393
42,86547,0.90149,0.49195,0.95855,0.74195,0.80365,0.80976,0.55976,1.12867,0.67256,1.0748,0.000262269,0.000262269,0.000262269
43,88650.3,0.89945,0.49602,0.96003,0.75842,0.7661,0.79901,0.55892,1.12548,0.67545,1.06932,0.000249477,0.000249477,0.000249477
44,90741,0.8799,0.46539,0.95349,0.78229,0.75789,0.81471,0.55777,1.15336,0.67029,1.08509,0.000238069,0.000238069,0.000238069
45,92817.4,0.87195,0.45941,0.95191,0.73739,0.80654,0.81307,0.55323,1.13378,0.66819,1.08476,0.000228089,0.000228089,0.000228089
46,94900,0.87264,0.45442,0.95063,0.82264,0.74398,0.82753,0.56475,1.13559,0.65877,1.08154,0.000219577,0.000219577,0.000219577
47,96981.3,0.86679,0.45692,0.95483,0.74977,0.79839,0.80444,0.549,1.151,0.66456,1.08374,0.000212567,0.000212567,0.000212567
48,99057.3,0.85461,0.4377,0.94633,0.81107,0.74687,0.79971,0.55669,1.13936,0.69045,1.0916,0.000207085,0.000207085,0.000207085
49,101138,0.85015,0.4408,0.94251,0.77506,0.78924,0.81327,0.56167,1.15299,0.65647,1.09672,0.000203154,0.000203154,0.000203154
50,129429,0.83986,0.43375,0.94462,0.77635,0.7696,0.81615,0.55173,1.14211,0.64663,1.08879,0.000200789,0.000200789,0.000200789
