IoU,Method,Fixed ECE,Fixed CI Low,Fixed CI Up,Adaptive ECE,Adaptive CI Low,Adaptive CI Up
0.3,Uncal,0.04065876031192536,0.3318110415794792,0.37144504162820513,0.03291678734042705,0.3227783974053918,0.3646484173830532
0.3,TS,0.0369201663276454,0.32377309973393686,0.3635322225449289,0.034504168887581635,0.31717298181670683,0.358848254837911
0.3,Platt,0.033060478770763714,0.3281175749200404,0.3672735976679403,0.03249425707585517,0.3215244054543352,0.3632268253076679
0.5,Uncal,0.04024261382836315,0.3314824579879152,0.3713253614254676,0.03333293382398926,0.3229206709019196,0.3640838345810835
0.5,TS,0.03774036013719536,0.32386676175347157,0.36313880708903973,0.03935695062466086,0.31763466589206363,0.3578401464975039
0.5,Platt,0.032979246561028866,0.32688065257518073,0.36631966530158766,0.033919564351590686,0.3213242577740185,0.3617541186951412
0.7,Uncal,0.037835878431948175,0.32583828740265147,0.36448779690998867,0.03571325887618194,0.31740087070194833,0.35952622544808654
0.7,TS,0.04029397123278647,0.3153935265808384,0.35352399485441094,0.046914389426546535,0.30969321264949795,0.3501225383762827
0.7,Platt,0.03004337038092348,0.30843181362408384,0.3469133392194562,0.03157450237383161,0.30171727628424627,0.3416825872511808
