class,case,img,idx,conf,occ_hf,occ_cv,lime_hf,lime_cv,rise_hf,rise_cv
Impacted Tooth,TP,0150_jpg.rf.a80e14d901f34469b81be6f569f7c5cc.jpg,8,0.6273719668388367,0.3790999237223493,0.7705426356589147,0.0,0.0,0.8125,0.4131782945736434
Impacted Tooth,TP,0279_jpg.rf.f9fc5ccc0b96b00196e66140fb678fda.jpg,9,0.739136815071106,0.3916857360793288,0.6292892156862745,0.0295783511642542,0.0287990196078431,0.9847560975609756,0.3958333333333333
Impacted Tooth,TP,0314_jpg.rf.f8ddf542c45d8c5eb4cb49433fdad7dd.jpg,10,0.7184378504753113,0.3813882532418001,0.6578947368421053,0.0271512113617376,0.0427631578947368,0.9314024390243902,0.4019736842105263
Impacted Tooth,TP,0319_jpg.rf.865635b4814640d241d4ca2349d1db42.jpg,11,0.7517144680023193,0.2501906941266209,0.9344729344729344,0.2335154826958105,0.9131054131054132,0.7362804878048781,0.688034188034188
Impacted Tooth,TP,0327_jpg.rf.d7f0b49f459696a5d3dd923dd7371e88.jpg,12,0.841751217842102,0.482837528604119,0.964939024390244,0.4404432132963989,0.8483231707317073,0.8567073170731707,0.4283536585365853
Impacted Tooth,TP,0366_jpg.rf.0eb606917baa0db4549b441970be2abc.jpg,13,0.8185973167419434,0.4660564454614798,0.971383147853736,0.4272681196147998,0.6701112877583466,0.8307926829268293,0.4332273449920509
Impacted Tooth,TP,0366_jpg.rf.0eb606917baa0db4549b441970be2abc.jpg,14,0.7976716756820679,0.3524027459954233,0.9625,0.2735294117647059,0.775,0.910060975609756,0.621875
Impacted Tooth,TP,0442_jpg.rf.fe0d321bfc5e4b546a95811087a2c7d6.jpg,15,0.7604345679283142,0.4748283752860412,0.992822966507177,0.5101302460202605,0.562200956937799,0.8673780487804879,0.4537480063795853
Impacted Tooth,TP,0447_jpg.rf.0f4573e2ec4ac41dde484c6b0ea1d31d.jpg,16,0.8682112693786621,0.3428680396643783,1.0,0.3279742765273312,0.6807563959955506,0.8048780487804879,0.5873192436040044
Impacted Tooth,TP,0447_jpg.rf.0f4573e2ec4ac41dde484c6b0ea1d31d.jpg,17,0.7690932154655457,0.2944317315026697,0.9897435897435898,0.3505997818974918,0.8243589743589743,0.6234756097560976,0.5243589743589744
Impacted Tooth,TP,0462_jpg.rf.a82b90dc40250cf8ea4a5fafcac01934.jpg,18,0.8479434847831726,0.2341723874904653,0.9887278582930756,0.1710296684118673,0.789049919484702,0.6432926829268293,0.679549114331723
Impacted Tooth,TP,0462_jpg.rf.a82b90dc40250cf8ea4a5fafcac01934.jpg,19,0.8000577092170715,0.2086193745232646,0.8766025641025641,0.1939597315436241,0.9262820512820512,0.6570121951219512,0.6907051282051282
Impacted Tooth,TP,0462_jpg.rf.a82b90dc40250cf8ea4a5fafcac01934.jpg,20,0.6445044279098511,0.040045766590389,0.1215277777777777,0.3356333169048792,0.7881944444444444,0.6844512195121951,0.5196759259259259
Impacted Tooth,TP,0462_jpg.rf.a82b90dc40250cf8ea4a5fafcac01934.jpg,21,0.5135906338691711,0.2322654462242563,1.0,0.022022022022022,0.1083743842364532,0.235048678720445,0.277504105090312
Impacted Tooth,TP,0481_jpg.rf.b2ecb150b2a86eba181ed234d7c2ef35.jpg,22,0.8824762105941772,0.3863463005339435,0.9931372549019608,0.3166271588215374,0.9166666666666666,0.8170731707317073,0.5254901960784314
Impacted Tooth,TP,0481_jpg.rf.b2ecb150b2a86eba181ed234d7c2ef35.jpg,23,0.7079024910926819,0.2913806254767353,0.7074074074074074,0.2545999144201968,0.5509259259259259,0.9344512195121952,0.5675925925925925
Impacted Tooth,TP,0481_jpg.rf.b2ecb150b2a86eba181ed234d7c2ef35.jpg,24,0.3212892413139343,0.2256957682043461,0.6956521739130435,0.0,0.0,0.5945121951219512,0.4582843713278496
Impacted Tooth,TP,0536_jpg.rf.3a7e13dd78ae4edccebbd4f97dc8271e.jpg,25,0.8804837465286255,0.5694126620900076,0.933125,0.5982291090204759,0.675625,0.9954268292682928,0.408125
Impacted Tooth,TP,0577_jpg.rf.1bcaac1e48244083bd30f322eb356771.jpg,26,0.8584888577461243,0.3371472158657513,1.0,0.3185884691848906,0.7251131221719457,0.8795731707317073,0.6527149321266968
